en|test on an attribute, each branch represents the outcome of a test, and each leaf 
en|description languages. In 2005, the 1985 paper in which the Yale shooting scenario was first 
en|tuples. A decision tree is a flow-chart-like structure, where each internal (non-leaf) node denotes a 
en|effect is that alive changes value (since alive was true before, this corresponds to alive 
en|decision trees due to their added sparsity, permit non-greedy learning methods and monotonic constraints to 
en|of occlusion, which formalizes the “permission to change” for a fluent. The effect of an 
en|one implication involved.) A solution proposed by Erik Sandewall was to include a new condition 
en|The New York metropolitan area, broadly referred to as the Tri-State area and often also
en|called Greater New York, is the largest metropolitan area in the world by urban landmass,
en|encompassing 4,669.0 sq mi (12,093 km2). The New York metropolitan area is one of the
en|most populous metropolitan areas in the world, the world's largest metropolitan area by size, and
en|the only U.S. metropolitan area larger than twenty million residents as of the 2020 United
en|States census. The vast metropolitan area includes New York City, the nation's most populous city,
en|million passengers in 2016.As the hub of multiple industries, including finance, health care, pharmaceuticals, and
en|scientific output in life sciences, international trade, publishing, real estate, education, fashion, entertainment, tourism, law,
en|and manufacturing, the New York metropolitan area estimated to produce a gross metropolitan product (GMP)
en|of $2.1 trillion as of 2022, representing the largest metropolitan economy worldwide; and if the
en|New York metropolitan area were an independent sovereign state, it would constitute the eighth-largest economy
en|in the world. It is the most prominent financial, diplomatic, and media hub in the
en|world.According to Forbes, in 2014, the New York metropolitan area was home to eight of
nl|aankoop van allerlei vervoerbewijzen kan men bij voorkeur terecht aan de biljettenautomaat die ter beschikking 
nl|werd een nieuw stationsgebouw, ontworpen door architect Paul Nouille, in gebruik genomen. De dienstwoning van 
nl|zijn de loketten van dit station gesloten en is het een stopplaats geworden. Voor de 
nl|stamt uit de Romeinse tijd, toen rond 41 n.Chr. het castellum Laurium op deze plek
nl|werd gesticht, op een natuurlijke hoogte. Dit castellum was een legerplaats langs de noordgrens van
nl|het Romeinse Rijk, die gevormd werd door de Rijn, tegenwoordig de Oude Rijn. Laurium is
nl|in gebruik geweest tot omstreeks 270. Er is een aantal Romeinse schepen in Woerden gevonden,
nl|en een replica wordt sinds 2009 gebruikt voor rondvaarten. Tussen 719 en 722 verbleef Bonifatius
nl|in Woerden om te prediken. Rond het jaar 795 werd Woerden Wyrda genoemd.Gaandeweg de middeleeuwen
nl|begon Woerden vanaf de 12e eeuw meer versterkt te worden (een slot, wallen, grachten). Rond
nl|1160 liet Godfried van Rhenen, de bisschop van Utrecht, een versterking bouwen bij de nederzetting
nl|Worden (soms ook Worthene genoemd) aan de Oude Rijn. De versterking had tot doel om
nl|Kasteel van Woerden en in 1501 het stadhuis. Latere monumentale gebouwen zijn de Lutherse kerk
nl|extra versterking in de vorm van een ravelijn en vier bastions, die grotendeel werden gebouwd
nl|op de hoekpunten van de bestaande stadsmuur.De stad had tot tweemaal toe zwaar te lijden
nl|onder de Fransen. De eerste keer was in het Rampjaar 1672. Woerden was toen onderdeel
nl|van de Oude Hollandse Waterlinie. De slag bij Kruipin vond plaats in de nacht van
nl|eerste van 6 Romeinse en middeleeuwse schepen in Woerden gevonden. In 2003 werd bij de
nl|bouw van een parkeergarage het laatste Romeinse vrachtschip gevonden. In 2012 werd een spatha gevonden,
nl|een met zilverdraad versierd Frankisch zwaard uit de 8e eeuw van 90 cm lengte. =
